,lat,lng,datetime,month
76,39.0437,-77.0,2021-08-15 02:47:40,8
77,50.1155,8.6842,2021-08-15 02:49:03,8
78,42.3314,-83.0,2021-08-15 02:50:46,8
79,22.5455,114.0683,2021-08-15 02:53:51,8
80,44.6078,40.1058,2021-08-15 02:55:06,8
81,40.8344,-74.0,2021-08-15 02:59:51,8
82,40.9254,-74.0,2021-08-15 03:01:32,8
83,40.8043,-74.0,2021-08-15 03:02:59,8
84,30.2936,120.1614,2021-08-15 03:08:25,8
85,40.7143,-74.0,2021-08-15 03:09:06,8
86,50.1155,8.6842,2021-08-15 03:11:08,8
87,52.3808,4.6368,2021-08-15 03:13:10,8
88,36.175,-115.0,2021-08-15 03:16:39,8
89,37.566,126.9784,2021-08-15 03:17:06,8
90,40.8344,-74.0,2021-08-15 03:18:22,8
91,36.175,-115.0,2021-08-15 03:31:56,8
92,39.9122,116.3561,2021-08-15 03:34:20,8
93,31.2222,121.4581,2021-08-15 03:34:27,8
94,35.7721,-78.0,2021-08-15 03:34:29,8
95,48.8534,2.3488,2021-08-15 03:34:33,8
96,32.0303,120.8747,2021-08-15 03:36:23,8
97,22.5455,114.0683,2021-08-15 03:37:09,8
98,0.0389,-51.0,2021-08-15 03:38:19,8
99,22.2783,114.1747,2021-08-15 03:41:06,8
100,35.8145,139.6602,2021-08-15 03:55:39,8
101,37.3924,-121.0,2021-08-15 03:56:03,8
102,28.684,115.8531,2021-08-15 03:57:16,8
103,36.175,-115.0,2021-08-15 03:58:00,8
104,39.9075,116.3972,2021-08-15 03:58:02,8
105,46.2389,14.3556,2021-08-15 03:59:22,8
106,37.566,126.9784,2021-08-15 03:59:27,8
107,23.1167,113.25,2021-08-15 04:00:09,8
108,10.9685,-74.0,2021-08-15 04:00:33,8
109,59.9386,30.3141,2021-08-15 04:00:39,8
110,1.3215,103.6957,2021-08-15 04:01:13,8
111,37.7309,-122.0,2021-08-15 04:01:36,8
112,22.2783,114.1747,2021-08-15 04:01:42,8
113,41.6941,44.8337,2021-08-15 04:07:26,8
114,23.1167,113.25,2021-08-15 04:11:02,8
115,34.2583,108.9286,2021-08-15 04:15:43,8
116,25.0478,121.5319,2021-08-15 04:17:19,8
117,41.6941,44.8337,2021-08-15 04:17:45,8
118,32.2211,35.2544,2021-08-15 04:19:49,8
119,37.3893,-122.0,2021-08-15 04:20:34,8
120,25.0389,102.7183,2021-08-15 04:20:35,8
121,50.1155,8.6842,2021-08-15 04:22:02,8
122,40.8344,-74.0,2021-08-15 04:32:20,8
123,40.8043,-74.0,2021-08-15 04:34:07,8
124,39.9075,116.3972,2021-08-15 04:34:41,8
125,59.3294,18.0687,2021-08-15 04:34:52,8
126,41.6941,44.8337,2021-08-15 04:37:51,8
127,50.1155,8.6842,2021-08-15 04:51:13,8
128,49.6117,6.13,2021-08-15 05:00:03,8
129,34.0443,-118.0,2021-08-15 05:03:50,8
130,40.7143,-74.0,2021-08-15 05:05:20,8
131,22.2783,114.1747,2021-08-15 05:07:15,8
132,3.1073,101.6067,2021-08-15 05:08:03,8
133,41.5878,-93.0,2021-08-15 05:11:05,8
134,59.9386,30.3141,2021-08-15 05:13:14,8
135,23.1167,113.25,2021-08-15 05:18:42,8
136,37.566,126.9784,2021-08-15 05:22:53,8
137,31.2222,121.4581,2021-08-15 05:23:51,8
138,23.1167,113.25,2021-08-15 05:25:21,8
139,31.2222,121.4581,2021-08-15 05:26:43,8
140,1.2897,103.8501,2021-08-15 05:27:47,8
141,39.9075,116.3972,2021-08-15 05:28:54,8
142,22.2783,114.1747,2021-08-15 05:28:58,8
143,39.9075,116.3972,2021-08-15 05:29:36,8
144,39.9075,116.3972,2021-08-15 05:31:26,8
145,39.9075,116.3972,2021-08-15 05:32:32,8
146,43.7001,-79.0,2021-08-15 05:32:46,8
147,39.9075,116.3972,2021-08-15 05:32:46,8
148,22.3167,114.1833,2021-08-15 05:54:08,8
149,39.9075,116.3972,2021-08-15 05:54:21,8
150,23.1167,113.25,2021-08-15 05:55:57,8
151,47.2313,39.7233,2021-08-15 06:04:32,8
152,1.3215,103.6957,2021-08-15 06:06:40,8
153,22.2783,114.1747,2021-08-15 06:06:45,8
154,31.2222,121.4581,2021-08-15 06:07:05,8
155,13.0878,80.2785,2021-08-15 06:07:12,8
156,36.175,-115.0,2021-08-15 06:07:37,8
157,52.374,4.8897,2021-08-15 06:09:35,8
158,52.314,0.0578,2021-08-15 06:17:59,8
159,60.354,24.9794,2021-08-15 06:31:06,8
160,22.5455,114.0683,2021-08-15 06:31:55,8
161,49.4542,11.0775,2021-08-15 06:31:58,8
162,39.9075,116.3972,2021-08-15 06:32:00,8
163,22.3167,114.1833,2021-08-15 06:33:05,8
164,40.8344,-74.0,2021-08-15 06:34:14,8
165,40.8344,-74.0,2021-08-15 06:34:42,8
166,39.9075,116.3972,2021-08-15 06:34:52,8
167,22.3167,114.1833,2021-08-15 06:35:26,8
168,22.5231,113.3791,2021-08-15 06:36:29,8
169,32.0617,118.7778,2021-08-15 06:36:49,8
170,22.5455,114.0683,2021-08-15 06:37:39,8
171,23.1167,113.25,2021-08-15 06:38:27,8
172,52.374,4.8897,2021-08-15 06:39:15,8
173,50.1155,8.6842,2021-08-15 06:40:27,8
174,39.9075,116.3972,2021-08-15 06:43:24,8
175,39.9075,116.3972,2021-08-15 06:43:43,8
176,23.1167,113.25,2021-08-15 06:45:07,8
177,40.7143,-74.0,2021-08-15 06:49:33,8
178,13.754,100.5014,2021-08-15 06:52:08,8
179,22.2006,113.5461,2021-08-15 06:52:15,8
180,1.3215,103.6957,2021-08-15 06:53:22,8
181,1.3215,103.6957,2021-08-15 07:01:50,8
182,36.175,-115.0,2021-08-15 07:12:33,8
183,40.8344,-74.0,2021-08-15 07:20:18,8
184,52.374,4.8897,2021-08-15 07:22:17,8
185,22.2783,114.1747,2021-08-15 07:25:01,8
186,37.566,126.9784,2021-08-15 07:41:08,8
187,59.437,24.7535,2021-08-15 07:41:33,8
188,50.1155,8.6842,2021-08-15 07:59:14,8
189,22.3167,114.1833,2021-08-15 07:59:44,8
190,39.9075,116.3972,2021-08-15 07:59:50,8
191,23.1167,113.25,2021-08-15 08:00:41,8
192,22.2783,114.1747,2021-08-15 08:01:03,8
193,48.8534,2.3488,2021-08-15 08:01:07,8
194,37.3483,-121.0,2021-08-15 08:01:35,8
195,27.7017,85.3206,2021-08-15 08:03:07,8
196,59.9386,30.3141,2021-08-15 08:03:46,8
197,58.0105,56.2502,2021-08-15 08:04:19,8
198,31.2222,121.4581,2021-08-15 08:05:59,8
199,37.3483,-121.0,2021-08-15 08:19:57,8
200,22.5455,114.0683,2021-08-15 08:21:07,8
201,36.175,-115.0,2021-08-15 08:22:37,8
202,0.3163,32.5822,2021-08-15 08:48:05,8
203,22.5455,114.0683,2021-08-15 08:48:40,8
204,30.2936,120.1614,2021-08-15 08:49:05,8
205,51.1658,10.4216,2021-08-15 08:51:15,8
206,39.9075,116.3972,2021-08-15 08:51:21,8
207,10.9621,79.3912,2021-08-15 08:53:47,8
208,39.9075,116.3972,2021-08-15 08:53:59,8
209,31.2222,121.4581,2021-08-15 08:56:25,8
210,51.5085,0.0,2021-08-15 08:57:24,8
211,40.7402,-73.0,2021-08-15 08:58:28,8
212,22.2783,114.1747,2021-08-15 08:58:56,8
213,35.6895,139.6917,2021-08-15 08:59:36,8
214,10.9621,79.3912,2021-08-15 09:03:49,8
215,50.1155,8.6842,2021-08-15 09:04:17,8
216,39.0437,-77.0,2021-08-15 09:04:43,8
217,43.2627,-2.0,2021-08-15 09:06:50,8
218,25.0478,121.5319,2021-08-15 09:07:38,8
219,1.3215,103.6957,2021-08-15 09:08:04,8
220,52.374,4.8897,2021-08-15 09:08:26,8
221,1.3215,103.6957,2021-08-15 09:10:15,8
222,39.9075,116.3972,2021-08-15 09:12:38,8
223,23.1167,113.25,2021-08-15 09:19:29,8
224,40.8043,-74.0,2021-08-15 09:19:49,8
225,47.4984,19.0404,2021-08-15 09:19:55,8
226,40.8043,-74.0,2021-08-15 09:20:39,8
227,40.8344,-74.0,2021-08-15 09:21:03,8
228,52.374,4.8897,2021-08-15 09:22:04,8
229,30.6667,104.0667,2021-08-15 09:25:28,8
230,25.7743,-80.0,2021-08-15 09:26:58,8
231,37.2068,126.8169,2021-08-15 09:30:05,8
232,49.6117,6.13,2021-08-15 09:38:13,8
233,37.3483,-121.0,2021-08-15 09:41:12,8
234,1.3215,103.6957,2021-08-15 09:41:12,8
235,1.3215,103.6957,2021-08-15 09:41:18,8
236,39.9075,116.3972,2021-08-15 09:41:37,8
237,23.1167,113.25,2021-08-15 09:41:57,8
238,37.566,126.9784,2021-08-15 09:43:04,8
239,30.6667,104.0667,2021-08-15 09:43:34,8
240,20.2581,105.9797,2021-08-15 09:44:02,8
241,22.5455,114.0683,2021-08-15 09:45:03,8
242,50.1155,8.6842,2021-08-15 09:45:10,8
243,40.1811,44.5136,2021-08-15 09:45:17,8
244,40.8344,-74.0,2021-08-15 09:46:00,8
245,25.0143,121.4672,2021-08-15 09:46:09,8
246,39.9075,116.3972,2021-08-15 09:46:41,8
247,22.5455,114.0683,2021-08-15 09:48:59,8
248,39.9075,116.3972,2021-08-15 09:51:08,8
249,20.2581,105.9797,2021-08-15 09:54:13,8
250,20.2581,105.9797,2021-08-15 10:14:18,8
251,40.7143,-74.0,2021-08-15 10:24:20,8
252,51.5085,0.0,2021-08-15 10:34:23,8
253,40.4165,-3.0,2021-08-15 10:34:48,8
254,35.6895,139.6917,2021-08-15 10:35:14,8
255,37.3483,-121.0,2021-08-15 10:35:22,8
256,35.6895,139.6917,2021-08-15 10:35:40,8
257,10.488,-66.0,2021-08-15 10:36:09,8
258,23.1167,113.25,2021-08-15 10:36:23,8
259,40.8344,-74.0,2021-08-15 10:37:52,8
260,1.3215,103.6957,2021-08-15 10:38:27,8
261,13.2257,77.575,2021-08-15 10:41:20,8
262,31.2222,121.4581,2021-08-15 10:41:40,8
263,48.2085,16.3721,2021-08-15 10:43:25,8
264,37.566,126.9784,2021-08-15 10:48:20,8
265,23.1167,113.25,2021-08-15 10:53:25,8
266,37.6819,-121.0,2021-08-15 10:56:38,8
267,10.9621,79.3912,2021-08-15 11:19:56,8
268,49.6117,6.13,2021-08-15 11:32:54,8
269,30.2936,120.1614,2021-08-15 11:34:38,8
270,23.1167,113.25,2021-08-15 11:36:01,8
271,37.9838,23.7278,2021-08-15 11:37:35,8
272,31.2222,121.4581,2021-08-15 11:37:39,8
273,39.9075,116.3972,2021-08-15 11:37:47,8
274,23.1167,113.25,2021-08-15 11:37:53,8
275,60.354,24.9794,2021-08-15 11:38:42,8
276,45.75,126.65,2021-08-15 11:38:56,8
277,40.8344,-74.0,2021-08-15 11:38:58,8
278,52.374,4.8897,2021-08-15 11:39:01,8
279,23.1167,113.25,2021-08-15 11:39:09,8
280,34.0522,-118.0,2021-08-15 11:39:13,8
281,39.9075,116.3972,2021-08-15 11:39:31,8
282,39.9075,116.3972,2021-08-15 11:39:53,8
283,13.7833,100.5167,2021-08-15 11:40:48,8
284,39.9075,116.3972,2021-08-15 11:41:39,8
285,48.8534,2.3488,2021-08-15 11:43:33,8
286,39.9075,116.3972,2021-08-15 11:45:28,8
287,10.9621,79.3912,2021-08-15 12:00:41,8
288,36.0649,120.3804,2021-08-15 12:01:24,8
289,40.8043,-74.0,2021-08-15 12:01:38,8
290,39.9075,116.3972,2021-08-15 12:04:30,8
291,47.2343,-119.0,2021-08-15 12:04:55,8
292,48.8534,2.3488,2021-08-15 12:05:20,8
293,39.9075,116.3972,2021-08-15 12:05:21,8
294,52.6031,39.5708,2021-08-15 12:06:23,8
295,51.2302,6.7135,2021-08-15 12:07:05,8
296,22.283,114.1585,2021-08-15 12:09:48,8
297,39.9075,116.3972,2021-08-15 12:11:39,8
298,23.1167,113.25,2021-08-15 12:11:58,8
299,36.175,-115.0,2021-08-15 12:13:35,8
300,40.8043,-74.0,2021-08-15 12:13:37,8
301,44.9572,34.1108,2021-08-15 12:14:36,8
302,39.9075,116.3972,2021-08-15 12:16:29,8
303,42.8865,-78.0,2021-08-15 12:25:49,8
304,51.5085,0.0,2021-08-15 12:26:30,8
305,12.9719,77.5937,2021-08-15 12:29:38,8
306,48.8534,2.3488,2021-08-15 12:29:48,8
307,39.9075,116.3972,2021-08-15 12:30:52,8
308,52.2298,21.0118,2021-08-15 12:38:35,8
309,55.7522,37.6156,2021-08-15 12:43:21,8
310,24.4798,118.0819,2021-08-15 12:43:59,8
311,39.0373,-77.0,2021-08-15 12:46:04,8
312,47.654,18.5972,2021-08-15 13:08:26,8
313,39.9075,116.3972,2021-08-15 13:09:16,8
314,40.8043,-74.0,2021-08-15 13:10:48,8
315,36.819,10.1658,2021-08-15 13:12:16,8
316,23.1167,113.25,2021-08-15 13:12:20,8
317,39.9075,116.3972,2021-08-15 13:12:26,8
318,48.2,15.6333,2021-08-15 13:12:28,8
319,39.9075,116.3972,2021-08-15 13:13:18,8
320,23.1167,113.25,2021-08-15 13:13:40,8
321,22.3167,114.1833,2021-08-15 13:13:48,8
322,30.2936,120.1614,2021-08-15 13:14:57,8
323,1.3215,103.6957,2021-08-15 13:17:37,8
324,48.8534,2.3488,2021-08-15 13:19:16,8
325,50.1706,12.1305,2021-08-15 13:19:44,8
326,39.9075,116.3972,2021-08-15 13:22:20,8
327,1.3558,103.8232,2021-08-15 13:23:30,8
328,39.9075,116.3972,2021-08-15 13:24:53,8
329,31.2222,121.4581,2021-08-15 13:33:01,8
330,39.0437,-77.0,2021-08-15 13:36:53,8
331,40.8344,-74.0,2021-08-15 13:36:59,8
332,50.4547,30.5238,2021-08-15 13:37:17,8
333,55.0415,82.9346,2021-08-15 13:38:22,8
334,39.9075,116.3972,2021-08-15 13:38:31,8
335,52.2978,104.2964,2021-08-15 13:38:33,8
336,35.6895,139.6917,2021-08-15 13:38:38,8
337,39.1142,-94.0,2021-08-15 13:38:55,8
338,24.4798,118.0819,2021-08-15 13:39:45,8
339,52.374,4.8897,2021-08-15 13:40:10,8
340,35.7721,-78.0,2021-08-15 13:40:19,8
341,36.175,-115.0,2021-08-15 13:41:21,8
342,39.9122,116.3561,2021-08-15 13:43:16,8
343,39.9075,116.3972,2021-08-15 13:51:39,8
344,1.3215,103.6957,2021-08-15 13:54:37,8
345,50.6942,3.1746,2021-08-15 13:55:53,8
346,37.3483,-121.0,2021-08-15 13:56:21,8
347,39.9075,116.3972,2021-08-15 13:58:51,8
348,13.2257,77.575,2021-08-15 14:04:31,8
349,39.9075,116.3972,2021-08-15 14:14:41,8
350,32.0617,118.7778,2021-08-15 14:18:11,8
351,37.7309,-122.0,2021-08-15 14:31:10,8
352,39.9075,116.3972,2021-08-15 14:34:58,8
353,1.3215,103.6957,2021-08-15 14:35:47,8
354,51.9942,4.2097,2021-08-15 14:36:09,8
355,41.0138,28.9497,2021-08-15 14:36:54,8
356,28.6519,77.2315,2021-08-15 14:37:03,8
357,37.566,126.9784,2021-08-15 14:37:07,8
358,40.8344,-74.0,2021-08-15 14:37:47,8
359,50.1155,8.6842,2021-08-15 14:38:04,8
360,37.566,126.9784,2021-08-15 14:39:04,8
361,39.4697,0.0,2021-08-15 14:39:24,8
362,25.7743,-80.0,2021-08-15 14:41:37,8
363,37.3541,-121.0,2021-08-15 15:09:10,8
364,31.2222,121.4581,2021-08-15 15:12:37,8
365,23.1167,113.25,2021-08-15 15:12:37,8
366,39.9075,116.3972,2021-08-15 15:18:07,8
367,40.7402,-73.0,2021-08-15 15:18:08,8
368,34.0443,-118.0,2021-08-15 15:19:11,8
369,23.1167,113.25,2021-08-15 15:19:59,8
370,23.1167,113.25,2021-08-15 15:24:32,8
371,51.5085,0.0,2021-08-15 15:28:32,8
372,3.4372,-76.0,2021-08-15 15:34:11,8
373,43.7001,-79.0,2021-08-15 15:34:26,8
374,48.8833,8.3333,2021-08-15 15:34:46,8
375,31.3041,120.5954,2021-08-15 15:34:48,8
376,12.9719,77.5937,2021-08-15 15:34:58,8
377,22.5455,114.0683,2021-08-15 15:35:08,8
378,39.9075,116.3972,2021-08-15 15:35:24,8
379,40.8043,-74.0,2021-08-15 15:36:04,8
380,23.1167,113.25,2021-08-15 15:38:24,8
381,49.6117,6.13,2021-08-15 15:39:13,8
382,50.1155,8.6842,2021-08-15 15:43:26,8
383,3.0851,101.5328,2021-08-15 15:45:15,8
384,57.6731,66.1725,2021-08-15 15:45:54,8
385,39.9075,116.3972,2021-08-15 15:50:26,8
386,18.9261,-99.0,2021-08-15 15:53:00,8
387,3.0851,101.5328,2021-08-15 15:55:26,8
388,12.3657,-1.0,2021-08-15 15:59:34,8
389,39.9075,116.3972,2021-08-15 15:59:40,8
390,37.3476,-121.0,2021-08-15 15:59:50,8
391,56.1616,15.5866,2021-08-15 16:03:39,8
392,50.6942,3.1746,2021-08-15 16:09:28,8
393,37.566,126.9784,2021-08-15 16:10:07,8
394,3.0851,101.5328,2021-08-15 16:15:30,8
395,23.1167,113.25,2021-08-15 16:16:25,8
396,31.2222,121.4581,2021-08-15 16:20:34,8
397,36.175,-115.0,2021-08-15 16:43:10,8
398,37.3893,-122.0,2021-08-15 16:49:40,8
399,39.9075,116.3972,2021-08-15 16:49:50,8
400,1.3215,103.6957,2021-08-15 16:49:57,8
401,39.9075,116.3972,2021-08-15 16:50:09,8
402,40.8344,-74.0,2021-08-15 16:50:11,8
403,13.2257,77.575,2021-08-15 16:50:36,8
404,30.2936,120.1614,2021-08-15 16:51:03,8
405,40.7143,-74.0,2021-08-15 16:51:15,8
406,39.9075,116.3972,2021-08-15 16:58:41,8
407,55.7522,37.6156,2021-08-15 17:10:38,8
408,37.3483,-121.0,2021-08-15 17:11:45,8
409,37.7749,-122.0,2021-08-15 17:12:04,8
410,49.6117,6.13,2021-08-15 17:16:02,8
411,31.2222,121.4581,2021-08-15 17:17:49,8
412,53.3331,-6.0,2021-08-15 17:30:11,8
413,51.5085,0.0,2021-08-15 17:31:09,8
414,50.383,8.0611,2021-08-15 17:31:24,8
415,10.823,106.6296,2021-08-15 17:31:30,8
416,59.9386,30.3141,2021-08-15 17:33:12,8
417,41.2619,-95.0,2021-08-15 17:34:18,8
418,50.1155,8.6842,2021-08-15 17:35:04,8
419,30.2936,120.1614,2021-08-15 17:38:56,8
420,23.1167,113.25,2021-08-15 17:39:18,8
421,40.8043,-74.0,2021-08-15 17:39:45,8
422,50.1155,8.6842,2021-08-15 17:40:52,8
423,22.5455,114.0683,2021-08-15 17:41:35,8
424,37.3483,-121.0,2021-08-15 17:41:42,8
425,24.1444,-110.0,2021-08-15 17:42:00,8
426,39.9075,116.3972,2021-08-15 17:42:18,8
427,27.0174,49.6225,2021-08-15 17:42:29,8
428,40.8043,-74.0,2021-08-15 17:42:55,8
429,52.374,4.8897,2021-08-15 17:43:31,8
430,31.2222,121.4581,2021-08-15 17:43:42,8
431,34.0443,-118.0,2021-08-15 17:43:53,8
432,25.7743,-80.0,2021-08-15 17:44:09,8
433,47.6062,-122.0,2021-08-15 17:44:11,8
434,52.374,4.8897,2021-08-15 17:44:46,8
435,23.1167,113.25,2021-08-15 17:47:11,8
436,22.5231,113.3791,2021-08-15 17:47:24,8
437,59.437,24.7535,2021-08-15 17:48:46,8
438,59.9386,30.3141,2021-08-15 17:49:58,8
439,39.9075,116.3972,2021-08-15 17:50:47,8
440,22.3167,114.1833,2021-08-15 17:51:06,8
441,39.9075,116.3972,2021-08-15 17:52:24,8
442,39.9075,116.3972,2021-08-15 17:52:24,8
443,51.5085,0.0,2021-08-15 17:52:37,8
444,23.1167,113.25,2021-08-15 17:53:15,8
445,39.9075,116.3972,2021-08-15 17:53:40,8
446,50.1155,8.6842,2021-08-15 17:58:42,8
447,1.3215,103.6957,2021-08-15 17:59:58,8
448,32.8546,-79.0,2021-08-15 18:00:04,8
449,23.1167,113.25,2021-08-15 18:01:56,8
450,48.8534,2.3488,2021-08-15 18:13:41,8
451,1.2897,103.8501,2021-08-15 18:15:06,8
452,30.2936,120.1614,2021-08-15 18:16:30,8
453,40.8344,-74.0,2021-08-15 18:26:32,8
454,13.2257,77.575,2021-08-15 18:26:49,8
455,37.3483,-121.0,2021-08-15 18:27:55,8
456,37.3483,-121.0,2021-08-15 18:27:57,8
457,37.566,126.9784,2021-08-15 18:27:59,8
458,1.3215,103.6957,2021-08-15 18:28:11,8
459,28.6353,-106.0,2021-08-15 18:28:23,8
460,40.8043,-74.0,2021-08-15 18:28:49,8
461,41.2647,69.2163,2021-08-15 18:29:33,8
462,22.5455,114.0683,2021-08-15 18:29:40,8
463,24.4798,118.0819,2021-08-15 18:29:42,8
464,13.2257,77.575,2021-08-15 18:30:12,8
465,30.466,30.932,2021-08-15 18:31:08,8
466,37.3483,-121.0,2021-08-15 18:31:15,8
467,40.8344,-74.0,2021-08-15 18:31:46,8
468,40.8043,-74.0,2021-08-15 18:32:26,8
469,52.374,4.8897,2021-08-15 18:32:46,8
470,19.0728,72.8826,2021-08-15 18:32:58,8
471,1.3215,103.6957,2021-08-15 18:34:06,8
472,22.9908,120.2133,2021-08-15 18:34:14,8
473,31.2222,121.4581,2021-08-15 18:35:15,8
474,39.9075,116.3972,2021-08-15 18:37:20,8
475,30.6667,104.0667,2021-08-15 18:40:46,8
476,22.5455,114.0683,2021-08-15 18:42:35,8
477,35.6895,139.6917,2021-08-15 18:42:43,8
478,36.3491,127.3849,2021-08-15 18:48:04,8
479,1.3215,103.6957,2021-08-15 18:48:25,8
480,37.9838,23.7278,2021-08-15 18:49:12,8
481,51.2217,6.7762,2021-08-15 18:49:37,8
482,31.2222,121.4581,2021-08-15 18:50:01,8
483,39.9075,116.3972,2021-08-15 18:50:52,8
484,22.5455,114.0683,2021-08-15 18:51:00,8
485,39.9075,116.3972,2021-08-15 18:53:03,8
486,34.0553,-117.0,2021-08-15 18:56:11,8
487,31.2222,121.4581,2021-08-15 19:11:09,8
488,31.2222,121.4581,2021-08-15 19:13:16,8
489,31.2222,121.4581,2021-08-15 19:13:43,8
490,31.2222,121.4581,2021-08-15 19:18:07,8
491,22.5626,88.363,2021-08-15 19:18:44,8
492,49.6117,6.13,2021-08-15 19:25:23,8
493,13.913,100.4988,2021-08-15 19:26:33,8
494,22.5626,88.363,2021-08-15 19:28:46,8
495,22.2783,114.1747,2021-08-15 19:29:52,8
496,36.7323,3.0875,2021-08-15 19:30:30,8
497,39.0437,-77.0,2021-08-15 19:32:48,8
498,40.8344,-74.0,2021-08-15 19:33:12,8
499,48.8534,2.3488,2021-08-15 19:33:13,8
500,22.2783,114.1747,2021-08-15 19:34:11,8
501,52.2978,104.2964,2021-08-15 19:34:56,8
502,47.4984,19.0404,2021-08-15 19:35:28,8
503,41.8919,12.5113,2021-08-15 19:35:28,8
504,45.504,-73.0,2021-08-15 19:35:51,8
505,23.1167,113.25,2021-08-15 19:36:06,8
506,49.6117,6.13,2021-08-15 19:37:07,8
507,19.0728,72.8826,2021-08-15 19:38:11,8
508,46.516,6.6328,2021-08-15 19:41:40,8
509,39.9075,116.3972,2021-08-15 19:41:52,8
510,22.2783,114.1747,2021-08-15 19:46:11,8
511,22.5626,88.363,2021-08-15 19:48:53,8
512,55.4028,11.3546,2021-08-15 20:04:45,8
513,32.2211,35.2544,2021-08-15 20:04:47,8
514,1.3215,103.6957,2021-08-15 20:05:02,8
515,43.8508,126.5603,2021-08-15 20:07:14,8
516,34.0443,-118.0,2021-08-15 20:08:19,8
517,5.3302,103.1408,2021-08-15 20:09:59,8
518,35.798,140.1803,2021-08-15 20:11:18,8
519,49.6117,6.13,2021-08-15 20:11:44,8
520,25.0772,55.3093,2021-08-15 20:12:02,8
